pdb id,rna frac,structure type,lig type,lig mass,site frac,elements,grid size
6G63,0,1,0,0,0,1,0
1URN,0,0,0,0,0,1,0
5LR5,1,1,0,0,0,0,1
1J5A,1,1,1,0,0,1,0
2EET,1,1,1,0,0,1,1
4FNJ,1,1,0,0,0,1,1
2XNW,1,1,1,0,0,1,1
2AKE,0,1,0,0,0,1,0
5FQ5,0,1,0,1,0,1,0
2NVZ,0,0,0,1,0,1,0
2E5L,1,1,0,0,0,1,0
6DPI,0,1,0,1,0,1,1
6CVT,0,1,0,1,0,1,1
4G6R,1,1,1,1,1,1,0
7A9T,1,1,0,0,0,1,1
5SWM,0,1,1,1,1,1,1
4OE1,0,1,0,0,0,1,0
5M64,0,0,0,1,0,1,0
3DW6,1,1,0,0,0,0,1
3ZJT,0,1,0,0,0,0,1
6KOO,0,0,0,1,0,1,0
1DRZ,1,1,0,0,0,0,0
5M3H,0,0,0,0,0,1,0
6N7R,0,1,1,0,0,1,0
6UC9,1,1,1,1,1,1,1
4B3O,0,0,0,1,0,1,0
2HOL,1,1,1,1,1,1,0
6P18,0,0,0,1,0,1,0
6NOF,0,1,0,0,0,1,0
6VWV,1,1,1,0,0,1,0
6U8U,1,1,0,0,0,1,0
6DO8,0,1,0,1,0,1,1
5ZX2,0,0,0,1,0,1,0
6PC6,1,1,1,1,1,1,0
1IL2,0,1,1,1,0,1,0
6N2V,1,1,0,0,0,1,1
4X4Q,0,1,0,1,0,1,0
6DME,1,1,1,1,1,1,0
2G8I,0,1,0,1,0,1,1
5WNV,1,1,1,1,1,1,0
2ZHB,0,1,0,0,0,1,1
6E81,1,1,1,1,1,1,1
2QKK,0,0,0,1,0,1,0
7EL9,0,0,0,0,0,1,0
4K32,1,1,1,1,1,1,1
4EYA,0,0,0,0,0,1,0
1O0B,0,1,0,1,0,1,1
3ZC0,0,1,0,0,0,1,0
6JE4,0,1,0,1,0,1,0
5GAN,0,0,0,1,0,1,0
4DV7,1,1,1,1,1,1,0
5GMG,0,1,1,1,0,1,0
6VUI,1,1,1,0,0,1,1
6DOL,0,1,0,1,0,1,1
3DHS,1,1,0,0,0,1,0
2DER,0,1,0,0,0,1,0
5UH6,0,0,0,1,0,1,0
5I2D,0,0,0,1,0,1,0
1UVN,0,0,0,1,0,1,0
3F4G,1,0,0,1,0,1,1
5L00,1,1,0,0,0,1,0
4A3G,0,0,0,1,0,0,0
6AZ1,1,1,0,0,0,1,0
6R47,1,1,0,0,0,0,0
3BO4,1,1,0,1,0,1,0
3HOV,0,0,0,1,0,0,0
6UPX,0,0,0,1,0,1,0
5NFV,0,1,0,1,0,1,0
1UTD,0,0,0,0,0,1,1
2FGP,1,1,0,0,0,1,0
1N32,1,1,1,1,1,1,0
4KZD,0,1,1,1,1,1,0
6E80,1,1,0,0,0,1,0
100D,1,1,0,1,0,1,1
6B0B,0,1,0,0,0,1,0
7A9Q,1,1,0,0,0,1,1
2ZXU,0,1,0,1,0,1,0
1YRJ,1,1,1,1,1,1,1
4FSJ,0,1,0,1,0,1,0
3G71,1,1,1,1,1,1,0
2HVS,0,1,0,1,0,1,0
4WC2,0,0,0,1,0,1,0
6QCT,0,0,0,0,0,1,0
6CK5,1,1,1,1,1,1,0
5L4O,1,1,0,0,0,1,1
6KQG,0,0,0,1,0,1,0
5MPS,0,1,1,1,0,1,0
6UFH,1,1,0,0,0,1,0
2PXT,1,1,0,0,0,0,0
6F3H,0,1,0,0,0,0,0
3OX0,1,1,0,0,0,1,1
3CCU,1,1,0,0,0,1,0
4X9E,0,1,0,0,0,1,0
2OTL,1,1,1,0,0,1,0
4X4U,0,1,0,1,0,1,0
1YJ9,1,1,0,0,0,1,0
2RFK,0,1,0,0,0,1,0
5IPN,0,0,0,1,0,1,0
4X4T,0,1,0,0,0,0,0
7M8B,0,0,0,1,0,1,0
5C45,1,1,1,1,1,1,1
6DOS,0,1,0,1,0,1,1
4JAB,1,1,0,0,0,1,1
6WU9,1,1,0,0,0,1,0
3U2E,0,1,0,0,0,0,0
1AM0,1,1,0,1,0,1,1
5LJ3,0,1,1,1,0,1,0
6D92,0,1,0,1,0,1,0
2ZZM,0,1,1,1,0,1,1
6I0Y,1,1,0,0,0,1,0
5NS4,0,1,1,1,1,1,1
5ZEJ,1,1,1,1,1,1,1
4TS2,1,1,1,1,1,1,1
1XST,1,1,0,0,0,1,1
6UC7,1,1,1,0,0,1,1
4KR7,0,1,0,1,0,1,1
3S16,0,0,0,1,0,1,0
5SUP,0,1,0,1,0,1,0
5TPY,1,1,0,0,0,1,0
3B31,1,1,0,0,0,1,1
5KL1,0,1,0,0,0,1,1
6DU4,0,1,0,0,0,1,1
3T5Q,0,1,0,0,0,1,0
1AJF,1,1,0,0,0,0,1
5JJL,0,0,0,1,0,0,0
6DP8,0,1,0,1,0,1,1
4JI1,1,1,1,1,1,1,0
1DDY,1,1,0,0,0,0,1
1VQ5,1,1,0,0,0,1,0
3W3S,0,1,1,1,0,0,0
3P4B,1,1,0,0,0,1,1
6AH3,0,1,0,0,0,1,0
1I6H,0,0,0,1,0,1,0
6DPL,0,1,0,1,0,1,1
3PDR,1,1,0,0,0,1,0
5W5Y,0,0,0,1,0,1,0
3AGV,0,1,0,0,0,1,1
3OXB,1,1,0,0,0,1,1
437D,1,1,0,0,0,1,1
5LR4,1,1,0,0,0,0,1
6L74,0,0,0,1,0,1,0
5XWG,1,1,0,0,0,0,1
4Y1O,1,1,0,0,0,1,0
4LW0,1,0,0,0,0,1,1
6Z8K,0,0,0,0,0,1,0
5ZKJ,0,1,0,1,0,1,0
4J50,1,1,0,0,0,1,1
1WPU,0,0,0,0,0,1,0
1XOK,1,1,0,0,0,1,1
3M7N,0,1,0,0,0,1,0
5K7D,1,1,0,1,0,1,1
3P59,1,1,0,0,0,0,1
3MEI,1,1,0,0,0,0,0
4MGM,1,1,0,0,0,1,1
4KTG,0,1,0,0,0,1,1
6DOK,0,1,0,1,0,1,1
4XCO,0,1,0,0,0,1,0
4PMW,0,1,0,0,0,1,0
1I2Y,1,1,0,1,0,1,1
1YZ9,0,1,0,0,0,1,1
1U9S,1,1,0,0,0,1,0
2UUA,1,1,1,1,1,1,0
2QEK,1,1,0,0,0,1,1
3BSU,0,1,0,1,0,1,1
5XUT,0,1,0,1,0,1,0
2PXF,1,1,0,0,0,0,0
3G9C,1,1,1,1,1,1,0
1HC8,1,1,0,0,0,1,0
6J9F,0,0,0,1,0,1,0
359D,1,1,0,0,0,1,1
5WEA,0,1,1,0,0,1,0
6GVY,0,0,0,0,0,1,1
4A3D,0,0,0,1,0,0,0
5GAF,1,1,1,1,0,1,0
4E8V,1,1,0,1,0,1,0
6UPZ,0,0,0,1,0,1,0
2HOK,1,1,0,0,0,1,0
6PC8,1,1,1,0,0,1,0
6UFG,1,1,0,0,0,1,0
6ZDP,0,1,0,0,0,0,0
7KD1,1,1,0,0,0,1,0
6YPU,1,1,1,1,1,1,0
3ADB,0,1,0,1,0,0,0
6HAG,1,1,1,1,1,1,1
4NFO,1,1,0,1,0,1,0
5VOF,0,1,1,1,0,1,1
4F8V,1,1,1,1,1,1,1
6C8O,1,0,0,1,0,1,0
1M5V,1,1,0,0,0,1,0
5B2Q,0,1,0,1,0,1,0
4WTD,0,0,0,1,0,1,0
7LMA,0,0,0,1,0,1,0
6BJY,0,1,1,1,0,1,0
3F4H,1,0,0,1,0,1,1
6WTR,1,1,1,1,1,1,0
6DUQ,0,0,0,1,0,1,0
4W5R,0,1,1,0,0,1,0
3V71,0,1,0,1,0,1,1
6WTL,1,1,1,1,1,1,0
6USQ,0,0,0,1,0,1,1
5XUS,0,1,0,1,0,1,0
3HOZ,0,0,0,1,0,0,0
3ND3,1,1,0,0,0,1,1
1VC0,1,1,0,0,0,1,0
4DS6,1,1,0,0,0,1,0
4DUY,1,1,1,1,1,1,0
6CC3,1,1,0,0,0,1,1
6A5L,0,0,0,1,0,1,0
2EEU,1,1,1,0,0,1,1
6N5S,1,1,1,1,1,1,0
6WYV,1,1,1,1,1,1,0
5EF2,0,0,0,0,0,1,1
3SLM,1,1,1,1,1,1,1
6MFN,0,1,1,0,0,1,1
2Q1R,1,1,0,0,0,1,1
4PEI,0,1,0,0,0,1,0
1P79,1,1,0,0,0,1,1
6YS5,1,1,0,0,0,1,0
3R1H,1,1,0,0,0,1,0
6S8E,0,1,0,0,0,1,0
5F9R,0,1,0,1,0,1,0
6FF4,0,1,1,1,0,1,0
2BTE,0,1,0,0,0,1,0
3NL0,0,0,0,0,0,1,1
3E5E,1,1,1,1,1,1,1
5FK3,1,1,1,1,1,1,1
1Q29,1,1,0,0,0,1,1
6DOI,0,1,0,1,0,1,1
3R9X,0,1,0,1,0,1,1
5NEP,1,1,1,0,0,0,1
6CVO,0,1,1,1,0,1,0
1KOC,1,1,0,0,0,1,1
1OB5,0,1,1,1,0,1,0
2XS2,0,1,0,0,0,1,1
6TPQ,1,1,0,0,0,1,0
4WAL,0,1,0,0,0,0,1
1BYJ,1,1,0,0,0,1,1
1EHT,1,1,1,0,0,1,1
4U78,1,1,0,0,0,1,1
2XO1,1,1,1,0,0,1,1
6OZQ,0,1,1,1,0,1,1
7M8D,0,0,0,1,0,1,0
3PLA,0,1,1,1,0,1,0
6YMK,1,1,1,1,1,0,0
6WVJ,0,0,0,1,0,1,0
3DIO,1,1,0,1,0,1,1
2GQ7,1,1,0,0,0,1,1
4LFA,1,1,1,1,1,1,0
6T0N,0,0,0,0,0,1,0
5E54,1,1,0,0,0,1,1
2ZH9,0,1,0,0,0,1,1
7L6T,0,1,1,1,0,1,0
3NPQ,1,1,1,1,1,1,1
1LNG,1,1,0,0,0,1,0
4RCJ,0,1,0,0,0,1,1
6KYV,0,1,0,0,0,1,0
7MKN,0,0,0,1,0,1,0
1ASZ,0,1,0,1,0,1,0
3B5A,1,1,0,0,0,1,0
3F2X,1,0,0,1,0,1,1
3FU2,1,1,1,0,0,1,1
6T0V,0,0,0,1,0,1,0
5W1H,0,1,0,0,0,1,0
5ONH,0,1,1,1,0,1,0
5EV1,0,1,0,0,0,0,0
5LMP,1,1,0,0,0,1,0
1HNZ,1,1,1,1,1,1,0
5JJK,0,0,0,1,0,0,0
1UTS,1,1,1,1,1,1,1
2W89,1,1,0,0,0,1,1
6ZXD,0,1,0,0,0,1,0
5C7U,1,1,1,0,0,1,1
3AM1,0,1,0,1,0,1,0
3BSN,0,0,0,1,0,1,1
7K16,1,1,0,0,0,1,1
3OWI,1,1,0,0,0,1,1
6E9E,0,1,0,0,0,1,0
4MS9,1,1,0,0,0,1,1
4NDF,0,1,1,1,0,1,1
6GOV,0,0,0,1,0,1,0
4QEI,0,1,0,1,0,1,0
2R7Y,0,1,0,1,0,0,1
5DEK,1,1,0,1,0,1,1
4WSB,0,0,0,0,0,1,0
3I62,0,1,0,1,0,1,0
5C4A,0,0,0,1,0,1,0
6SVS,1,1,0,0,0,1,1
2G32,1,1,0,0,0,1,1
6XEZ,0,0,0,1,0,1,0
6BHJ,0,0,0,1,0,1,0
4BWM,0,0,0,1,0,1,1
4GL2,0,1,0,1,0,1,1
2XGJ,0,1,0,1,0,1,0
1YKQ,1,1,0,0,0,1,0
6OZH,0,1,1,1,0,1,0
6BJX,1,1,0,0,0,1,0
3LWP,0,1,0,0,0,0,0
2HVR,0,1,0,1,0,1,0
6CK4,1,1,1,1,1,1,0
2KGP,1,1,1,1,1,1,0
3BX2,0,0,0,0,0,1,0
6M6C,0,0,0,1,0,1,0
6PCS,1,1,1,0,0,1,0
4TZ0,0,1,0,1,0,1,0
4P95,1,1,0,0,0,1,1
6YMM,1,1,1,1,1,0,1
6ZWW,0,1,0,0,0,1,0
4PY5,0,1,0,1,0,1,0
4FRG,1,1,1,0,0,1,0
6CVR,0,1,0,1,0,1,1
5C3E,0,0,0,1,0,1,0
1Q81,1,1,0,0,0,1,0
2UXB,1,1,1,1,1,1,0
6DPH,0,1,0,1,0,1,1
2ET8,1,1,1,1,1,1,1
2H0X,1,1,0,0,0,1,0
4XWF,1,1,1,1,1,1,1
6B3K,0,1,0,0,0,1,0
6DOY,0,1,0,1,0,1,1
6URO,0,1,0,0,0,1,0
6OZK,0,1,1,1,0,1,1
6I0U,0,1,0,0,0,1,1
4WTE,0,0,0,1,0,1,0
1A1T,0,1,0,0,0,1,1
6ZU9,1,1,0,1,0,1,0
3BNL,1,1,0,0,0,1,0
420D,1,1,0,0,0,1,1
3QG9,0,1,0,0,0,1,1
2DXI,0,1,1,1,0,1,0
2QUW,1,1,0,0,0,1,1
4MGN,1,1,0,0,0,1,0
6P1S,0,0,0,1,0,1,1
2G4B,0,1,1,0,0,1,0
2OIJ,1,1,0,0,0,1,0
2R7Z,0,0,0,1,0,0,0
4C8Z,0,1,0,0,0,1,1
2PN4,1,1,0,0,0,0,1
6MKN,1,1,1,1,1,1,0
3NVK,0,1,1,1,0,1,0
6D1V,0,1,0,0,0,1,0
4YCP,0,1,1,1,0,1,0
5W3V,0,1,0,0,0,1,0
1VBZ,1,1,0,0,0,1,0
7D7Z,1,1,1,1,1,1,1
6UEJ,0,0,0,1,0,1,0
6TQO,0,0,0,1,0,1,0
2AU4,1,1,0,1,0,1,0
4ATO,0,1,0,0,0,1,0
3GX3,1,1,1,1,1,1,0
3SJ2,1,1,0,0,0,1,1
5LMS,1,1,0,0,0,1,0
6TFG,1,1,1,1,1,1,1
6DPJ,0,1,0,1,0,1,1
2DR5,0,1,0,0,0,1,1
7B0Y,0,0,0,1,0,1,0
5UJ2,0,0,0,1,0,1,0
5KPY,1,1,1,1,1,1,0
6NM9,0,1,0,0,0,1,0
4A3M,0,0,0,1,0,0,0
6WZR,1,1,1,1,1,1,1
248D,1,1,0,1,0,1,1
2G3S,1,1,0,0,0,1,1
6OZL,0,1,1,1,0,1,1
2G8W,0,1,0,1,0,1,1
2R21,1,1,0,0,0,0,1
2PWT,1,1,1,0,0,1,1
6R5K,0,1,0,0,0,1,0
1Y3S,1,1,0,0,0,0,0
7L48,0,1,0,0,0,1,0
4WC5,0,0,0,1,0,1,0
2JA7,0,0,0,1,0,0,0
6TMF,0,1,0,1,0,0,0
3L0U,1,1,0,0,0,1,1
6CYT,0,0,0,0,0,1,0
4JYZ,0,1,0,1,0,1,0
6DP3,0,1,0,1,0,1,1
6AGB,0,1,0,0,0,1,0
4DR7,1,1,1,1,1,1,0
4X65,1,1,1,1,1,1,0
1WWD,0,1,0,0,0,1,1
5Z1H,1,1,1,1,1,1,1
6BJS,0,0,0,1,0,1,0
7OA3,1,1,1,1,1,1,1
1KD3,1,1,0,0,0,1,0
3ER9,0,0,0,1,0,1,1
4Y1I,1,1,0,1,0,1,0
3EOH,1,1,0,0,0,1,0
6D2Z,0,1,0,0,0,1,0
1I9V,1,1,1,1,1,1,1
2HT1,0,0,0,0,0,1,0
1Q7Y,1,1,1,1,1,1,0
1FIR,1,0,0,0,0,1,1
6HKO,0,0,0,1,0,1,0
2B3J,0,1,0,0,0,1,0
5V0J,1,0,0,1,0,1,1
5XI1,1,1,1,1,1,1,1
2DET,0,1,0,0,0,1,0
3KFU,0,1,1,0,0,1,0
4KHW,0,0,0,1,0,1,0
1DK1,1,1,0,0,0,0,1
6USP,0,0,0,1,0,1,0
3AVT,0,0,0,1,0,1,0
4A3E,0,0,0,1,0,0,0
4OLA,0,1,1,0,0,1,1
3SUH,1,1,1,1,1,1,0
6VA4,1,1,1,1,1,1,1
1KUQ,1,1,0,0,0,1,1
4M59,0,1,0,0,0,1,0
6HYU,0,1,0,0,0,1,0
5M3F,0,0,0,1,0,1,0
4TZY,1,1,1,0,0,1,1
5NPM,1,1,0,0,0,1,1
7D7W,1,1,1,1,1,1,1
6ZX5,1,1,0,0,0,1,1
4OX9,1,1,1,1,0,1,0
1YJN,1,1,1,1,1,1,0
6S0M,0,1,0,0,0,1,0
2NUG,0,1,0,0,0,1,1
2CD5,1,1,0,0,0,1,1
6CAR,1,1,1,1,1,1,0
5W4U,0,0,0,1,0,1,0
5FW1,0,1,0,1,0,1,0
2JA5,0,0,0,1,0,0,0
6JQ6,1,1,0,0,0,1,0
ARB003,1,1,0,0,0,1,1
4GPX,1,1,1,1,1,1,1
4JI0,1,1,1,1,1,1,0
3DIY,1,1,0,0,0,1,1
5XN2,0,1,0,1,0,1,0
6U7Z,1,0,0,0,0,1,1
6VA2,1,1,1,1,1,1,1
6DOQ,0,1,0,1,0,1,1
3Q1R,1,1,0,0,0,1,0
4GXY,1,1,0,0,0,1,0
7OAX,1,1,1,1,1,1,1
1ZCI,1,1,0,0,0,0,1
2NQP,0,1,0,0,0,1,0
4LF9,1,1,1,1,1,1,0
2BJ6,1,1,0,0,0,1,1
5ADY,1,1,0,1,0,1,0
4KVB,1,1,0,0,0,1,0
1YTU,0,1,0,0,0,0,0
4RMO,0,1,0,0,0,0,0
4X62,1,1,1,1,1,1,0
6TQN,0,0,0,1,0,1,0
3I55,1,1,1,1,1,1,0
6ZXE,0,1,0,0,0,1,0
5XN0,0,1,0,1,0,1,0
1FFK,1,1,0,0,0,1,0
7M7M,0,0,0,1,0,1,0
4A3L,0,0,0,1,0,0,0
4DQS,0,0,0,1,0,1,1
5KX9,1,1,1,1,1,1,1
2ZH2,0,1,0,0,0,1,1
6CAO,1,1,0,0,0,1,0
6TQA,0,1,0,0,0,1,1
5FKE,1,1,1,1,1,1,1
3BBM,1,1,0,0,0,1,0
4TYW,0,1,0,1,0,1,1
1MMS,1,1,0,0,0,1,1
7JQQ,0,1,0,1,0,1,0
2PXQ,1,1,0,0,0,0,0
6KQD,0,0,0,1,0,1,0
3G0H,0,1,0,1,0,1,1
4MEH,1,1,0,1,0,1,0
5B2R,0,1,0,1,0,1,0
2E9Z,0,0,0,1,0,1,1
5ME0,1,1,0,0,0,1,0
6DB9,0,1,0,0,0,1,0
7KJV,0,0,0,1,0,1,0
2AB4,0,1,0,0,0,1,0
4Y7N,0,0,0,1,0,1,0
6X43,0,0,0,1,0,1,0
4OHZ,0,1,1,1,0,1,1
1F79,1,1,0,0,0,1,1
6N5K,1,1,1,1,1,1,0
1ZFX,1,1,0,0,0,1,1
4WFA,1,1,1,1,1,1,0
6DPG,0,1,0,1,0,1,1
333D,1,1,1,1,1,1,1
4XBF,0,0,0,0,0,1,0
6TFH,1,1,1,1,1,0,1
4Z4I,0,1,1,0,0,1,0
7DIC,0,1,0,0,0,1,1
2VUM,0,0,0,1,0,0,0
5FJ1,1,1,0,0,0,1,1
5TKO,1,1,0,0,0,1,1
6J4Y,0,0,0,1,0,1,0
439D,1,1,0,0,0,1,1
2KTZ,1,1,1,1,1,1,1
5TDK,1,1,0,0,0,1,1
5MGA,0,1,0,1,0,1,0
1S76,0,0,0,1,0,1,1
5ZSC,0,1,1,1,0,1,0
4K31,1,1,1,1,1,1,1
5NEX,1,1,1,0,0,0,1
3VRS,1,1,0,0,0,1,1
2PXP,1,1,0,0,0,0,0
5BJP,1,1,1,1,1,1,0
7AOE,0,0,0,1,0,1,0
6YML,1,1,1,1,1,0,1
6HC5,1,1,1,0,0,0,0
1G2J,1,1,0,0,0,1,1
6N6D,0,1,0,0,0,1,1
2YIE,1,1,1,1,1,1,0
1YY0,1,1,0,0,0,1,0
5KTJ,1,1,0,0,0,1,0
3PO2,0,0,0,1,0,0,0
2CT8,0,1,1,1,0,1,0
4P97,1,1,0,0,0,1,0
6DOJ,0,1,0,1,0,1,1
2HVY,0,1,0,1,0,1,1
6DOU,0,1,0,1,0,1,1
6DP2,0,1,0,1,0,1,1
7LYJ,1,1,0,0,0,1,1
6DP7,0,1,0,1,0,1,1
2ESJ,1,1,1,0,0,1,1
6P7N,0,1,0,0,0,1,0
1CVJ,0,1,0,0,0,1,0
6PCQ,1,1,1,1,1,1,0
7KJU,1,1,0,0,0,1,1
6WOX,0,0,0,1,0,1,0
3GTL,0,0,0,1,0,1,0
3CGS,1,1,0,0,0,1,1
4DR1,1,1,1,1,1,1,0
2VPL,0,1,0,0,0,1,1
3CME,1,1,0,0,0,1,0
2IX1,0,1,0,0,0,1,0
5VZJ,0,1,0,0,0,1,0
6GD3,0,1,0,0,0,1,1
4LCK,1,1,0,0,0,0,0
5EAO,1,1,0,0,0,0,0
4S2Y,0,1,0,0,0,1,1
1GTF,0,0,0,0,0,1,0
6N9W,0,0,0,1,0,1,0
5ELS,0,1,0,0,0,1,0
4ZDO,0,1,0,0,0,1,0
3OWW,1,1,0,0,0,1,1
4JRD,1,1,0,0,0,1,1
1DNO,1,1,0,1,0,1,1
2PXE,1,1,0,0,0,0,1
4TZW,1,1,0,0,0,0,1
3UZT,0,1,0,0,0,1,1
3OVS,0,1,0,1,0,1,0
3GAO,1,1,1,0,0,1,1
7DN3,0,0,0,1,0,0,0
1GID,1,1,0,0,0,1,0
4HOS,0,1,0,1,0,1,1
7KED,0,0,0,1,0,1,0
1XNQ,1,1,1,1,1,1,0
5WNT,1,1,1,1,1,1,0
6TFE,1,1,1,1,1,1,1
4QJH,1,1,0,0,0,1,0
4YLO,0,0,0,1,0,1,0
1UVI,0,0,0,0,0,1,0
6LXD,0,1,0,0,0,1,0
7C7L,0,1,0,1,0,1,0
5ML7,1,1,0,0,0,1,0
6V9D,1,1,1,1,1,1,1
2ESI,1,1,1,1,1,1,1
6DON,0,1,0,1,0,1,1
7KJX,0,0,0,1,0,1,0
7D2L,0,1,0,1,0,1,0
3IQP,1,1,0,0,0,1,0
2OIY,1,1,0,0,0,1,0
4X4O,0,1,0,1,0,1,0
3KNC,1,1,1,1,1,1,1
6D06,0,1,1,1,0,1,0
5A2Q,1,1,0,0,0,1,0
6A5U,0,0,0,1,0,1,0
3IIN,1,1,0,1,0,1,0
6L1W,0,0,0,0,0,1,0
6I1L,0,1,0,1,0,1,0
3HM9,0,1,0,1,0,1,1
5WWR,0,1,1,1,0,1,0
3FAR,1,1,0,0,0,1,0
6WJR,1,1,0,0,0,1,1
6W6K,1,1,0,0,0,1,0
4G6S,1,1,0,0,0,1,0
2CV2,0,1,1,1,0,1,0
3JB9,0,1,1,1,0,1,0
5ZSB,0,1,1,1,0,1,0
4WTL,0,0,0,1,0,1,0
7KAB,0,1,1,0,0,1,0
5W1I,0,1,0,0,0,1,0
5DDP,1,1,0,0,0,1,1
2LI8,0,0,0,0,0,1,1
3S4P,1,1,1,0,0,1,1
6DOZ,0,1,0,1,0,1,1
3TS2,0,1,0,1,0,1,1
4Z4F,0,1,1,0,0,1,0
283D,1,1,0,0,0,1,1
4Z4E,0,1,1,0,0,1,0
1SFO,0,0,0,1,0,1,0
5D8H,0,1,0,0,0,0,1
1HR0,1,1,0,0,0,1,0
6JJH,1,1,1,1,1,1,1
4ENA,1,1,0,0,0,1,1
4WTF,0,0,0,1,0,1,0
3OUY,0,1,0,0,0,1,0
2XDD,0,1,0,0,0,0,0
6DCB,0,1,1,1,0,1,0
5CNR,1,1,0,0,0,1,0
6C0F,0,1,1,0,0,1,0
DRBB19,1,1,1,1,1,1,1
6QIQ,1,1,1,1,1,0,1
5E02,0,1,0,1,0,1,0
3EPK,0,1,0,1,0,1,0
5MY1,0,0,0,0,0,1,0
2G5K,1,1,1,1,1,1,0
3CZW,1,1,0,0,0,1,1
6VA3,1,1,1,1,1,1,1
3EGZ,1,1,1,1,1,0,0
6KQL,0,0,0,1,0,1,0
1F7Y,1,1,0,0,0,0,1
4PMI,0,1,0,0,0,1,1
3S2D,0,0,0,1,0,0,0
5F8M,0,0,0,0,0,1,1
4Z4H,0,1,1,0,0,1,0
4LFC,1,1,1,1,1,1,0
6MUS,0,1,0,0,0,1,0
2R8S,1,1,0,0,0,1,0
1M8V,0,1,0,0,0,1,1
5ZQ0,0,1,1,1,0,1,1
1WNE,0,0,0,0,0,1,1
1KXK,1,1,0,0,0,1,0
6OW3,0,0,0,1,0,1,0
1N7A,1,1,0,1,0,0,0
4K27,1,1,0,0,0,1,1
6H9H,0,1,0,0,0,1,0
6DPC,0,1,0,1,0,1,1
5JJU,0,1,0,1,0,1,1
6GYV,1,1,0,0,0,1,1
4BA2,0,1,0,1,0,1,0
5VCI,1,0,0,1,0,1,1
5WNR,1,1,1,1,1,1,0
6HBT,1,1,1,0,0,0,0
3PEW,0,1,0,1,0,1,1
4CE4,1,1,1,1,0,1,0
6ZVH,0,1,0,0,0,1,0
3PEY,0,1,0,1,0,1,1
5VVR,0,0,0,1,0,1,0
2Z74,1,1,1,1,1,1,0
6HMA,1,1,0,0,0,1,0
6G1X,0,1,0,0,0,1,0
4WC7,0,0,0,1,0,1,0
2ANN,0,1,0,0,0,1,0
6D8L,1,1,0,0,0,1,0
1XPU,0,0,0,1,0,1,0
4C8Y,0,1,0,1,0,1,1
3C7R,1,1,1,1,1,0,1
7L49,0,1,0,1,0,1,0
6BSI,0,1,1,1,0,1,0
1YRM,1,1,0,0,0,1,0
5LMN,1,1,0,0,0,1,0
6XL9,0,0,0,1,0,1,0
6M0X,0,1,0,1,0,1,0
3LOB,0,1,0,0,0,1,0
5HR7,0,1,1,1,0,0,0
4PUQ,0,1,0,1,0,1,0
2AZX,0,1,0,0,0,0,0
5Z9X,0,1,0,0,0,1,0
3HAX,0,1,0,0,0,1,0
6HBX,1,1,1,0,0,0,0
5V0H,1,0,0,1,0,1,1
1UUD,1,1,1,1,1,1,1
5HSW,0,1,0,0,0,1,0
1UN6,1,0,0,0,0,1,0
6OL3,1,1,0,0,0,1,1
4DV1,1,1,1,1,1,1,0
4E8R,1,1,0,1,0,1,0
1GTN,0,0,0,0,0,1,0
6N5T,1,1,1,1,1,1,0
2HOO,1,1,1,1,1,1,0
5GAE,1,1,0,0,0,1,0
4LVY,1,0,0,1,0,1,1
6DOV,0,1,0,1,0,1,1
7JYY,0,1,1,1,0,1,0
4NXN,1,1,1,1,1,1,0
6HV9,0,0,0,1,0,1,0
6MUU,0,1,0,0,0,1,0
4FE5,1,1,1,0,0,1,1
5W65,0,0,0,1,0,1,0
5XH6,0,1,0,1,0,1,0
7D12,1,1,1,1,1,1,1
6JVX,0,1,0,0,0,1,1
3GS8,1,1,0,0,0,1,0
1IDW,1,1,0,0,0,0,1
3HTX,0,1,1,1,0,1,0
1QD3,1,1,0,0,0,1,1
3NCU,0,1,0,0,0,1,1
1OFX,1,1,0,1,0,1,1
6BSH,0,1,1,1,0,1,0
5B2P,0,1,0,1,0,1,0
5VAJ,0,1,0,1,0,1,0
1Q96,1,1,0,0,0,1,0
2H0Z,1,1,1,1,1,1,0
5WSG,0,1,1,1,0,1,0
4PR6,1,1,0,0,0,0,0
6H9I,0,1,0,0,0,1,1
3HK2,0,1,0,1,0,1,1
7L6R,0,1,1,1,0,1,0
5F98,0,1,0,0,0,1,0
6D6R,0,1,0,1,0,1,0
4KNQ,0,1,0,0,0,1,1
7LYF,1,0,0,0,0,1,0
4JI5,1,1,1,1,1,1,0
5DE8,1,1,0,0,0,1,0
6ZR1,1,1,0,0,0,1,1
6BLO,0,0,0,1,0,1,0
3ZN8,0,1,0,0,0,1,0
7M4V,1,1,1,1,1,1,0
4II9,0,1,0,0,0,1,1
3O8R,0,1,0,1,0,0,0
4JZU,0,1,0,1,0,1,1
URB003,1,1,0,0,0,1,1
5DH6,1,1,0,1,0,1,1
5TDJ,1,1,0,0,0,1,1
1DV4,0,1,0,1,0,1,0
1MJI,0,1,0,0,0,0,1
3WFR,0,0,0,1,0,1,0
6KL9,0,1,0,0,0,1,0
3TD1,1,1,1,1,1,0,1
6UF1,1,1,0,0,0,0,0
1XMO,1,1,1,1,1,1,0
4RQE,0,1,0,1,0,1,0
2TMV,0,1,0,0,0,1,0
471D,1,1,0,0,0,1,1
6MUR,0,1,0,0,0,1,0
5C0X,0,1,0,0,0,1,0
2JLU,0,0,0,0,0,1,1
2EEV,1,1,1,0,0,1,1
